,Title,Created at,Vendor,URL,Product Type,variants_title,SKU,Price,ComparePrice
380,"Ring Video Doorbell 3 and Ring Spotlight Cam Battery with Solar Panel Bundle (White, 4 Pack) | Brand New",2020-06-29T00:30:22-07:00,Wasserstein,ring-doorbell-3-and-ring-spotlight-cam-battery-4-pack-with-solar-panels,Ring-DB3-Spotlight-Solar-Bundle,Default Title,RingDB3x1NRingSpotx4WSo2Wx2,879.99,1129.99
381,"Ring Video Doorbell 3 and Ring Spotlight Cam Battery with Solar Panel Bundle (White, 3 Pack) | Brand New",2020-06-29T00:25:56-07:00,Wasserstein,ring-doorbell-3-and-ring-spotlight-cam-battery-3-pack-with-solar-panels,Ring-DB3-Spotlight-Solar-Bundle,Default Title,RingDB3x1NRingSpotx3WSo3W,729.99,920.99
382,"Ring Video Doorbell 3 and Ring Spotlight Cam Battery with Solar Panel Bundle (White, 2 Pack) | Brand New",2020-06-29T00:21:28-07:00,Wasserstein,ring-doorbell-3-and-ring-spotlight-cam-battery-2-pack-with-solar-panels,Ring-DB3-Spotlight-Solar-Bundle,Default Title,RingDB3x1NRingSpotx2WSo2W,539.99,699.99
383,"Ring Spotlight Cam Battery HD Security Camera with Two-Way Talk Siren Alarm - (3 Pack, White)",2020-06-22T03:07:39-07:00,Wasserstein,ring-spotlight-cam-battery-3-pack-white,surveillance-camera-accessories,Default Title,RingSpotx3W,529.99,699.99
384,"Ring Floodlight Camera - Motion-Activated HD Security Cam with Siren Alarm (2 Pack, White)",2020-06-22T03:04:41-07:00,Wasserstein,ring-floodlight-cam-2-pack-white,Ring-Floodlight-Device,Default Title,RingFdLtx2W,419.99,589.99
385,"Ring Spotlight Cam Wired - HD Security Camera with Two-Way Talk Alarm Siren (2 Pack, White)",2020-06-22T03:01:45-07:00,Wasserstein,ring-spotlight-cam-wired-2-pack-white,Ring-Spotlight-Wired-Device,Default Title,RingSpotWx2W,339.99,479.99
386,"Ring Spotlight Cam Battery HD Security Camera with Two-Way Talk Siren Alarm - (2 Pack, White)",2020-06-22T02:13:30-07:00,Wasserstein,ring-spotlight-cam-battery-2-pack-white,Ring-Spotlight-Device-2P,Default Title,8X81X7-WEN0,349.99,449.99
387,Ring Video Doorbell Pro Satin Nickel & Ring Floodlight Camera 2-Pack White | Brand New,2020-06-22T02:56:38-07:00,Wasserstein,ring-video-doorbell-pro-satin-nickel-ring-floodlight-cam-2-pack-white-bundle-1,Dark-Page,Default Title,RingDBPx1NRingFdLtx2W-P,659.99,749.99
388,Ring Video Doorbell Pro Satin Nickel & Ring Floodlight Camera 2-Pack White | Brand New,2020-06-22T02:55:52-07:00,Wasserstein,ring-video-doorbell-pro-satin-nickel-ring-floodlight-cam-2-pack-white-bundle,Ring-Floodlight-DBP-Bundles,Default Title,RingDBPx1NRingFdLtx2W,559.99,829.99
389,Google Nest Learning Thermostat (3rd Gen) Stainless Steel with Metal Plate Bundle | Brand New,2020-06-15T21:16:58-07:00,Wasserstein,nest-learning-thermostat-3rd-gen-stainless-steel-bundled-with-stainless-steel-thermostat-metal-plate,Nest-Thermostat-Bundle,Default Title,NstThStMpSt,234.99,279.99
390,Google Nest Hub Max + Google Nest Hello Video Doorbell + Adjustable Stand Bundle - Made for Google Nest,2020-06-15T20:28:52-07:00,Wasserstein,google-nest-hub-max-smart-display-nest-hello-video-doorbell-bundled-with-official-made-for-google-wasserstein-adjustable-stand,Google-Nest-Hub-Bundle,Default Title,GgNHubMax1WStWNstHe,449.99,569.99
391,Google Pixel Buds - Wireless Bluetooth Earbuds with Google Assistant,2020-06-08T03:26:03-07:00,Wasserstein,google-pixel-buds-wireless-bluetooth-earbuds-with-google-assistant,earbuds,Default Title,GA01470-US,189.99,
392,"Ring Stick Up Cam Battery with Solar Panel Bundle (White, 3 Pack) | Brand New",2020-06-04T23:40:17-07:00,Wasserstein,all-new-ring-stick-up-cam-battery-3-pack-white-bundled-with-3-pack-white-solar-panel,Ring-Stickup-Cam-Solar-Bundle,Black,RingStickNx3BSo3B,359.99,479.99
393,"Ring Spotlight Cam Battery with Solar Panel Bundle (Black, 2 Pack) | Brand New",2020-06-04T23:28:56-07:00,Wasserstein,ring-spotlight-cam-battery-2-pack-black-bundled-with-2-pack-black-solar-panel,Ring-Spotlight-Solar-Bundle,Default Title,RingSpotx2BSo2B,419.99,499.99
394,"Ring Spotlight Cam Battery with Solar Panel Bundle (Black, 3 Pack) | Brand New",2020-06-04T22:42:40-07:00,Wasserstein,ring-spotlight-cam-battery-3-pack-black-bundled-with-3-pack-black-solar-panel,Ring-Spotlight-Solar-Bundle,Default Title,RingSpotx3BSo3B,619.99,770.99
395,"Ring Spotlight Cam Battery with Solar Panel Bundle (Black, 4 Pack) | Brand New",2020-06-04T22:37:00-07:00,Wasserstein,ring-spotlight-cam-battery-4-pack-black-bundled-with-4-pack-black-solar-panel,Ring-Spotlight-Solar-Bundle,Default Title,RingSpotx4BSo2Bx2,819.99,989.99
396,Google Nest Cam IQ Indoor with Magnetic Wall Mount Bundle (2 Pack),2020-06-04T23:47:58-07:00,Wasserstein,nest-cam-iq-indoor-camera-2-pack-bundled-with-2-pack-magnetic-wall-mount-1,Google-Indoor-Security-Cameras,Default Title,NstIQIn2Mg2-P,499.99,526.98
397,Google Nest Cam IQ Indoor with Magnetic Wall Mount Bundle (2 Pack),2020-06-04T23:47:43-07:00,Wasserstein,nest-cam-iq-indoor-camera-2-pack-bundled-with-2-pack-magnetic-wall-mount,Nest-IQ-Indoor-Hero-Bundle-2P,Default Title,NstIQIn2Mg2,454.99,639.99
398,Google Nest Hub Max + Adjustable Stand Bundle (2-Pack) | Made for Google Nest,2020-06-02T19:51:40-07:00,Wasserstein,google-nest-hub-max-smart-display-2-pack-bundled-with-official-made-for-google-2-pack-wasserstein-adjustable-stand,Google-Nest-Hub-Bundle,Chalk,GgNHubMax2WStWx2,399.99,515.99
399,Ring Stick Up Cam Battery with Solar Panel Bundle (4 Pack) | Brand New,2020-05-28T20:54:59-07:00,Wasserstein,all-new-ring-stick-up-cam-battery-4-pack-white-bundled-with-4-pack-white-solar-panel,Ring-Stickup-Cam-Solar-Bundle,Black,RingStickNx4BSo4B,479.99,599.99
400,Ring Stick Up Cam Battery with Solar Panel Bundle (2 Pack) | Brand New,2020-05-28T20:52:26-07:00,Wasserstein,all-new-ring-stick-up-cam-battery-2-pack-white-bundled-with-white-solar-panel,Ring-Stickup-Cam-Solar-Bundle,Black,RingStickNx2BSo2B,249.99,330.99
401,Ring Stick Up Cam Battery + Solar Panel Bundle | Brand New,2020-05-28T20:49:42-07:00,Wasserstein,all-new-ring-stick-up-cam-battery-white-bundled-with-white-solar-panel,Ring-Stickup-Cam-Solar-Bundle,Black,RingStickNx1BSoB,129.99,169.99
402,"Ring Spotlight Cam Battery with Solar Panel Bundle (White, 3 Pack) | Brand New",2020-05-29T01:40:13-07:00,Wasserstein,ring-spotlight-cam-battery-3-pack-white-bundled-with-3-pack-white-solar-panel-1,Ring-Spotlight-Solar-Bundle,Default Title,RingSpotx3WSo3W,569.99,705.99
403,"Ring Spotlight Cam Battery with Solar Panel Bundle (White, 4 Pack) | Brand New",2020-05-29T01:38:21-07:00,Wasserstein,ring-spotlight-cam-battery-4-pack-white-bundled-with-4-pack-white-solar-panel-1,Ring-Spotlight-Solar-Bundle,Default Title,RingSpotx4WSo2Wx2,719.99,939.99
404,Google Nest Hub Max + Adjustable Stand Bundle | Made for Google Nest,2020-05-20T01:56:12-07:00,Wasserstein,official-made-for-google-google-nest-hub-max-bundled-with-adjustable-stand,Google-Nest-Hub-Bundle,Chalk,GgNHubMax1WStW,207.99,257.99
405,Google Nest Cam IQ Outdoor 1080p Wi-Fi Network Security Camera System (2-Pack) - White,2020-05-19T01:35:47-07:00,Wasserstein,nest-cam-iq-outdoor-security-camera-2-pack-white,surveillance-camera-accessories,Default Title,NES-NC4200US,699.99,
406,Google Nest Cam IQ Indoor Full HD Wi-Fi Home Security Camera - Flexible and intelligent camera (2 Pack),2020-05-19T02:20:05-07:00,Wasserstein,google-nest-cam-iq-indoor-full-hd-wi-fi-home-security-camera-flexible-and-intelligent-camera-2-pack,surveillance-camera-accessories,Default Title,NES-NC3200US,449.99,
407,Google Nest Hub Smart Display with Google Assistant,2020-05-19T03:15:15-07:00,Wasserstein,google-nest-hub-smart-display-with-google-assistant,Nest Hub,Chalk,GA00516-US,129.99,
408,Google Nest Hub Max Smart Display with Google Assistant,2020-05-19T01:55:44-07:00,Wasserstein,google-nest-hub-max-smart-display-with-google-assistant-chalk,Nest Hub Max,Chalk,GA00426-US,229.99,
409,Google Nest Cam Outdoor 1080p Wi-Fi Network Security Camera System (2-Pack) - White,2020-05-19T01:33:04-07:00,Wasserstein,nest-cam-outdoor-1080p-wi-fi-network-security-camera-system-2-pack-white,NES-NC2400ES,Default Title,NES-NC2400ES,349.99,
410,Wasserstein Weatherproof DC Extension Cable compatible with Ring Spotlight Cam Battery Solar Panel (White),2020-04-26T20:01:44-07:00,Wasserstein,wasserstein-weatherproof-dc-extension-cable-compatible-with-ring-spotlight-cam-battery-solar-panel-flexible-positioning-of-your-solar-panel-for-maximum-sunlight-exposure,surveillance-camera-cables,White,RingSpotExtCbWhtUSA,7.99,
411,"Ring Video Doorbell 3 Plus - 1080p HD Video, Motion Detection, 4-second Previews",2020-04-20T00:23:53-07:00,Wasserstein,ring-video-doorbell-3-plus,door-bell-accessories,Default Title,8VR1S9-0EN0,229.99,
412,Wasserstein Adjustable Stand for Google Nest Hub Max - Made for Google Nest,2020-04-16T20:00:12-07:00,Wasserstein,google-nest-hub-max-adjustable-stand,Google-Nest-Hub-Max,Chalk,GoogleHubMaxStaWhtUSA,25.99,
413,Wasserstein Webcam Lens Cover Slider for Google Nest Hub Max (3-Pack) - Made for Google Nest,2020-04-16T19:45:59-07:00,Wasserstein,google-nest-hub-max-webcam-lens-cover-slider,Google-Nest-Hub-Max,Default Title,GoogleHoHubMaxLenC,11.99,
414,"Arlo Pro 2 3-pack Cam Kit with Solar Panel, Outdoor Quick Charger & 2-pack Gutter Mount",2019-06-24T03:23:16-07:00,Wasserstein,arlo-pro-2-3-pack-camera-kit-vms4330p-bundled-with-black-solar-panel-white-weatherproof-outdoor-quick-charger-and-2-pack-white-gutter-mount,Dark-Page,Default Title,ArPro2x3ChWSoBGu2WUS,688.99,718.99
415,"Smart Wi-Fi Water Sensor bundled with Valve Controller - iOS/Android App Control Water Shut Off Valve Compatible with Alexa, and Google Home",2019-06-26T22:06:10-07:00,Wasserstein,wasserstein-smart-wifi-water-sensor-bundled-with-valve-controller,Smart-Water-Sensor,Default Title,SmartWaterSenValUSA,54.99,
416,"Arlo Pro 2 3-pack Cam Kit with Solar Panel, Outdoor Quick Charger, 2-pack Wall Mount, Gutter Mount, 3-pack Silicone Skin",2019-06-24T03:26:05-07:00,Wasserstein,arlo-pro-2-3-pack-camera-kit-vms4330p-bundled-with-solar-panel-weatherproof-outdoor-quick-charger-2-pack-adjustable-metal-wall-mount-gutter-mount-and-3-pack-protective-silicone-skin,Dark-Page,Default Title,ArPro2x3Mt2WChWSoBGuWSk3BUS,718.99,748.99
417,"Arlo Pro 2 3-pack Cam Kit with Solar Panel, Outdoor Quick Charger & 3-pack Wall Mount",2019-06-24T03:19:06-07:00,Wasserstein,arlo-pro-2-3-pack-camera-kit-vms4330p-bundled-with-black-solar-panel-white-weatherproof-outdoor-quick-charger-and-3-pack-white-adjustable-metal-wall-mount,Dark-Page,Default Title,ArPro2x3Mt3WCh2WSoBUS,698.99,728.99
418,Arlo Pro 2 Cam with Solar Panel,2019-06-24T03:12:03-07:00,Wasserstein,arlo-pro-2-add-on-camera-vmc4030p-bundled-with-black-solar-panel,Dark-Page,Default Title,ArPro2+1SoBUS,208.99,238.99
419,Arlo Pro 2 Cam with Outdoor Quick Charger & Arlo Audio Doorbell,2019-06-24T03:09:14-07:00,Wasserstein,arlo-pro-2-add-on-camera-vmc4030p-bundled-with-white-weatherproof-outdoor-quick-charger-and-arlo-audio-doorbell-aad1001,Dark-Page,Default Title,ArPro2+1ArDBChWUS,238.99,268.99
420,Arlo Pro 2 Cam with Outdoor Quick Charger,2019-06-24T03:06:06-07:00,Wasserstein,arlo-pro-2-add-on-camera-vmc4030p-bundled-with-white-weatherproof-outdoor-quick-charger,Dark-Page,Default Title,ArPro2+1ChWUS,168.99,198.99
421,"Arlo Pro 3-pack Cam Kit with 2-pack Solar Panel, Outdoor Quick Charger, 2-pack Wall Mount & 3-pack Protective Skins",2019-06-24T02:18:00-07:00,Wasserstein,arlo-pro-3-pack-camera-kit-vms4330-bundled-with-2-pack-black-solar-panel-white-weatherproof-outdoor-quick-charger-2-pack-white-adjustable-metal-wall-mount-and-3-pack-black-protective-silicone-skin,Dark-Page,Default Title,ArProx3Mt2WChBSo2BSk3BUS,568.99,598.99
422,"Arlo Pro 3-pack Cam Kit with Solar Panel, Outdoor Quick Charger & 2-pack Wall Mount",2019-06-24T02:13:57-07:00,Wasserstein,arlo-pro-3-pack-camera-kit-vms4330-bundled-with-black-solar-panel-white-weatherproof-outdoor-quick-charger-and-2-pack-white-adjustable-metal-wall-mount,Dark-Page,Default Title,ArProx3Mt2WChWSoBUS,538.99,568.99
423,"Arlo Pro 3-pack Cam Kit with Solar Panel, 3-pack Wall Mount & Arlo Audio Doorbell",2019-06-24T02:11:28-07:00,Wasserstein,arlo-pro-3-pack-camera-kit-vms4330-bundled-with-black-solar-panel-3-pack-white-adjustable-metal-wall-mount-and-arlo-audio-doorbell-aad1001,Dark-Page,Default Title,ArProx3ArDBMt3WSoBUS,598.99,628.99
424,Arlo Pro 3-pack Cam Kit with Outdoor Quick Charger & 3-pack Protective Skins,2019-06-24T02:09:09-07:00,Wasserstein,arlo-pro-3-pack-camera-kit-vms4330-bundled-with-black-weatherproof-outdoor-quick-charger-and-3-pack-black-protective-silicone-skin,Dark-Page,Default Title,ArProx3Ch2BSk3BUS,538.99,568.99
425,"Arlo Pro 3-pack Cam Kit with Solar Panel, Outdoor Quick Charger, 2-pack Wall Mount & Gutter Mount",2019-06-24T02:04:06-07:00,Wasserstein,arlo-pro-3-pack-camera-kit-vms4330-bundled-with-black-solar-panel-white-weatherproof-outdoor-quick-charger-2-pack-white-adjustable-metal-wall-mount-and-white-gutter-mount,Dark-Page,Default Title,ArProx3Mt2WCh2WSo2BGuWUS,558.99,588.99
426,"Arlo Pro 3-pack Cam Kit with Solar Panel, Outdoor Quick Charger & 3-pack Wall Mount",2019-06-24T02:01:58-07:00,Wasserstein,arlo-pro-3-pack-camera-kit-vms4330-bundled-with-black-solar-panel-white-weatherproof-outdoor-quick-charger-and-3-pack-white-adjustable-metal-wall-mount,Dark-Page,Default Title,ArProx3Mt3WChWSoBUS,528.99,558.99
427,"Arlo Pro 2-pack Cam Kit with Solar Panel, Outdoor Quick Charger, 2-pack Wall Mount & 3-pack Protective Skins",2019-06-24T01:47:19-07:00,Wasserstein,arlo-pro-2-pack-camera-kit-vms4230-bundled-with-black-solar-panel-white-weatherproof-outdoor-quick-charger-2-pack-white-adjustable-metal-wall-mount-and-3-pack-black-protective-silicone-skin,Dark-Page,Default Title,ArProx2Mt2WChWSoBSk3BUS,330.99,383.99
428,Arlo Pro 2-pack Cam Kit with Solar Panel & Outdoor Quick Charger,2019-06-24T01:41:51-07:00,Wasserstein,arlo-pro-2-pack-camera-kit-vms4230-bundled-with-black-solar-panel-and-white-weatherproof-outdoor-quick-charger,Dark-Page,Default Title,ArProx2ChWSoBUS,328.99,358.99
429,"Arlo Pro 2-pack Cam Kit with Solar Panel, Outdoor Quick Charger & Gutter Mount",2019-06-24T01:37:52-07:00,Wasserstein,arlo-pro-2-pack-camera-kit-vms4230-bundled-with-black-solar-panel-white-weatherproof-outdoor-quick-charger-and-white-gutter-mount,Dark-Page,Default Title,ArProx2ChWSoBGuWUS,338.99,368.99
430,"Arlo Pro 2-pack Cam Kit with Solar Panel, Outdoor Quick Charger & 2-pack Wall Mount",2019-06-24T01:30:23-07:00,Wasserstein,arlo-pro-2-pack-camera-kit-vms4230-bundled-with-black-solar-panel-white-weatherproof-outdoor-quick-charger-and-2-pack-white-adjustable-metal-wall-mount,Dark-Page,Default Title,ArProx2Mt2WChWSoBUS,333.99,363.99
431,Arlo Pro Cam with Solar Panel,2019-06-24T01:27:21-07:00,Wasserstein,arlo-pro-add-on-camera-vmc4030-bundled-solar-panel,Dark-Page,Default Title,ArPro+1SoBUS,173.99,203.99
432,Arlo Pro Cam with Outdoor Quick Charger,2019-06-24T01:23:35-07:00,Wasserstein,arlo-pro-add-on-camera-vmc4030-weatherproof-outdoor-quick-charger,Dark-Page,Default Title,ArPro+1ChWUS,158.99,188.99
433,Arlo Pro Cam with 2-pack Wall Mount,2019-06-24T00:38:54-07:00,Wasserstein,arlo-pro-add-on-camera-vmc4030-2-pack-adjustable-metal-wall-mount,Dark-Page,Default Title,ArPro+1Mt2WUS,148.99,178.99
434,"Arlo Pro 2 Cam Kit with Solar Panel, Outdoor Quick Charger, 2-pack Wall Mount & Gutter Mount",2019-06-24T00:34:32-07:00,Wasserstein,arlo-pro-2-3-pack-camera-kit-vms4330p-bundled-with-black-solar-panel-white-weatherproof-outdoor-quick-charger-2-pack-white-adjustable-metal-wall-mount-and-white-gutter-mount,Dark-Page,Default Title,ArPro2x3Mt2WChWSoBGuWUS,680.99,748.99
435,"Arlo Pro 3-pack Cam Kit with Quick Charger, 2-pack Wall Mount, 3-pack Protective Skins & 1 Gutter Mount",2019-03-27T00:59:34-07:00,Wasserstein,arlo-pro-3-pack-camera-kit-bundled-with-white-quick-charge-integrated-charger-white-gutter-mount-2-pack-white-wall-mount-and-3-pack-black-silicone-skin-with-sunroof-by-wasserstein,Dark-Page,Default Title,ArProx3Mt2CharSkin3GutUS,493.99,523.99
436,Arlo Pro 3-pack Cam Kit with Quick Charger & 2-pack Wall Mount,2019-03-27T00:57:32-07:00,Wasserstein,arlo-pro-3-pack-camera-kit-bundled-with-white-weatherproof-quick-charge-3-0-integrated-charger-and-2-pack-white-adjustable-indoor-outdoor-wall-mount-by-wasserstein,Dark-Page,Default Title,ArProx3Mt2CharWhtUS,478.99,
437,Arlo Pro 3-pack Cam Kit with 2-pack Wall Mount,2019-03-27T00:51:11-07:00,Wasserstein,arlo-pro-3-pack-camera-kit-bundle,Dark-Page,Default Title,ArProx3Mt2WhtUS,468.99,498.99
438,"Arlo Pro 3-pack Cam Kit with Quick Charger, Solar Panel & 2-pack Wall Mount",2019-03-27T00:48:23-07:00,Wasserstein,arlo-pro-3-pack-camera-kit-bundled-with-solar-panel-and-2-pack-white-adjustable-indoor-outdoor-wall-mount-by-wasserstein,Dark-Page,Default Title,ArProx3Mt2SolarUS,498.99,528.99
439,"Arlo Pro 3-pack Cam Kit with Quick Charger, 2-pack Wall Mount & 3-pack Protective Skins",2019-03-27T00:45:26-07:00,Wasserstein,arlo-pro-3-pack-camera-kit-bundled-with-white-quick-charge-3-0-integrated-charger-2-pack-white-indoor-outdoor-wall-mount-and-3-pack-black-silicone-skin-with-sunroof-by-wasserstein,Dark-Page,Default Title,ArProx3Mt2CharSkin3US,483.99,513.99
440,"Wasserstein WiFi Water Leak Sensor, Smart Flood Detector",2019-12-05T06:27:51-08:00,Wasserstein,wasserstein-water-leak-detector,Smart-Water-Sensor-First,3 Pack,SmartWaterSensor3p,54.99,59.99
441,Charging Station for Arlo Pro & Arlo Pro 2 Battery Bundled with 2-Pack Rechargeable Batteries,2020-03-27T02:16:43-07:00,Wasserstein,wasserstein-charging-station-for-arlo-pro-arlo-pro-2-battery-bundled-with-2-pack-rechargeable-batteries-charge-up-to-two-arlo-pro-arlo-pro-2-batteries-at-the-same-time,digital-camera-battery-chargers,Default Title,ArloProBatt2p+ChrgStUS,54.99,
442,Wasserstein Charging Station for Arlo Pro 1 & 2 Battery Bundled with 1-Pack Rechargeable Battery,2020-03-27T02:06:33-07:00,Wasserstein,wasserstein-charging-station-for-arlo-pro-arlo-pro-2-battery-bundled-with-1-pack-rechargeable-battery-charge-up-to-two-arlo-pro-arlo-pro-2-batteries-at-the-same-time,digital-camera-battery-chargers,Default Title,ArloProBatt1p+ChrgStUS,36.99,
443,Ring Video Doorbell 2 with Solar Charger Mount Bundle | Brand New,2020-03-10T22:06:18-07:00,Wasserstein,springpromotion,Ring-Bundle-Collection,Default Title,RingDB2x1NSoSB,199.99,249.99
444,120 db Water Alarm and Leak Detector with Sensor Probe and Sensor Cable,2020-03-10T20:34:18-07:00,Wasserstein,120-db-water-alarm-and-leak-detector-with-sensor-probe-and-sensor-cable-keep-your-home-safe-from-potential-water-leakage-1,Smart-Water-Sensor,3-Pack,BasWaterAlarm3pkUS,17.99,
445,Wasserstein Adjustable Stand for Google Nest Hub (1st Gen) - Made for Google Nest,2020-03-01T19:14:03-08:00,Wasserstein,google-nest-hub-adjustable-stand,Google-Nest-Hub,Chalk,GoogleHoHubStaWhtUSAN,19.99,
446,Wasserstein Silicone Skins Compatible with Arlo Pro & Arlo Pro 2 Smart Security - 100% Wire-Free Cameras,2020-02-28T05:30:22-08:00,Wasserstein,b06zy869vr,photographic-equipment-rain-covers,Black,ArloProSunroofSiliconeSkinBlackUSA,13.99,
447,Wasserstein Security Wall Mount - Adjustable Indoor/Outdoor Mount Compatible with Arlo Pro/Pro 2/Pro 3/Pro 4/Ultra/Ultra 2,2020-02-25T08:57:49-08:00,Wasserstein,wasserstein-security-wall-mount-adjustable-indoor-outdoor-mount-compatible-with-arlo-pro-pro-2-ultra,surveillance-camera-accessories,Black,2XBlackNormalMountUSA,7.99,
448,"Wasserstein Protective Silicone Skin compatible with Google Nest Hello Video Doorbell (Beige, 1 Pack)",2020-02-25T08:57:39-08:00,Wasserstein,wasserstein-protective-silicone-skin-compatible-with-nest-hello-video-doorbell,door-bell-accessories,Beige / 1 Pack,NestHelSilSkBeiUS,11.99,
449,"AC Outlet Mount for Google Nest Wifi, Nest Mini & Nest Hub, Dot 1st, 2nd & 3rd Speaker, Smartphone",2020-02-23T18:22:44-08:00,Wasserstein,ac-outlet-mount-for-google-nest-wifi,Smart-Home-Hub-Mount,3-Pack,GoogleNestWFACWht3pkUS,19.99,
450,"Wasserstein 0.5 Watt Solar Charger Mount Compatible with Ring Video Doorbell 1, Weatherproof",2020-02-07T00:42:40-08:00,Wasserstein,wasserstein-0-5-watt-solar-charger-mount-compatible-with-ring-video-doorbell-1-weatherproof,Ring-Bundle-Collection,White,RingDB1NewSolSWhtUS,41.99,
451,Wasserstein Weatherproof Gutter Mount Compatible with Arlo Pro/Pro 2/Pro 3/Pro 4/Ultra/Ultra 2,2020-02-05T21:05:21-08:00,Wasserstein,wasserstein-weatherproof-gutter-mount-compatible-with-arlo-pro-arlo-pro-2-and-arlo-hd-greater-height-for-your-arlo-camera-1,surveillance-camera-accessories,White / 2 Pack,GutterArloWht2pUS,20.99,
452,"Wasserstein Smart Plug Outlet with High Water Level Sensor for Sump Pump - Alarm and App Notification Alerts, Simple Plug & Play Socket",2020-02-03T23:48:10-08:00,Wasserstein,wasserstein-smart-plug-with-high-water-level-sensor-for-sump-pump,Smart-Plug-Sensor,Default Title,SumpPumpSmPlugUSN,31.99,
453,Protective Silicone Skins Compatible with Arlo Ultra/Ultra 2 & Arlo Pro 3/Pro 4 - Accessorize and Protect Your Arlo Camera (3 Pack),2020-02-02T20:31:28-08:00,Wasserstein,protective-silicone-skin-with-sunroof-compatible-with-arlo-ultra-accessorize-and-protect-your-arlo-camera-3-pack-1,photographic-equipment-rain-covers,Camouflage,ArloUltraSSCam3USA,15.99,
454,"Adjustable Indoor/Outdoor Metal Mount for Ring Spotlight Cam Battery (2 Pack/3 Pack, Black) by Wasserstein",2020-01-31T04:07:52-08:00,Wasserstein,metal-mount-for-ring-spotlight-cam-battery-adjustable-indoor-outdoor-security-mount-by-wasserstein-3,tripod-camera-mounts,3-Pack,RingSpotBatMtBlk3US,11.99,
455,Aqua Dew - The World's First Waterproof Alexa Shower Speaker - WiFi and Bluetooth-Enabled Smart Speaker,2019-03-26T20:03:01-07:00,Wasserstein,aqua-dew,Alexa-Shower-Speaker,Blue,AquaDewDbluN,95.99,99.99
456,"[Updated Version] Smart Temperature, Humidity and Water Sensor - Water Leak Detector with Audio Alarm and App Notification Alerts",2020-01-16T22:58:22-08:00,Wasserstein,wasserstein-smart-water-temperature-humidity-sensor-alarm-and-app-notification-alerts-no-expensive-hub-required-simple-plug-play,Smart-Water-Sensor-2020,2-Pack,SmartWaterTempHumidSensor2pUSNN,30.99,44.99
457,"Beautiful Round 6"" Wall Plate Cover for All 2nd and 3rd Generation Google Nest Thermostat by Wasserstein",2019-12-31T17:15:29-08:00,Wasserstein,google-nest-thermostat-round-6-wall-plate-cover,household-thermostat-accessories,Copper,CopperPlateUSA,11.99,
458,Wasserstein Protective Silicone Skins with Sunroof Compatible with Arlo Ultra/Ultra 2 & Pro 3/Pro 4 (2 Pack),2019-12-18T14:44:42-08:00,Wasserstein,protective-silicone-skins-with-sunroof-compatible-with-arlo-ultra-accessorize-and-protect-your-arlo-camera-2-pack,photographic-equipment-rain-covers,White,ArloUltraSSRWht2USA,11.99,
459,"Wasserstein Protective Silicone Skin compatible with Google Nest Hello Video Doorbell (White, 1 Pack)",2019-04-08T23:19:35-07:00,Wasserstein,wasserstein-protective-silicone-skin-compatible-with-nest-hello-video-doorbell-must-have-extra-layer-of-protection-1,door-bell-accessories,Default Title,NestHelSilSkWHTUSN,7.99,
460,Silicone Skins Compatible with Arlo Pro & Arlo Pro 2 Smart Security Cameras (3 Pack),2019-12-05T22:57:40-08:00,Wasserstein,b079gqq961-1,photographic-equipment-rain-covers,White,ArloProskins3Wht,11.99,
461,AC Outlet Mount Compatible with Dot (3rd Gen) Flexible mounting Option for Your Alexa Smart Speaker,2019-12-05T06:30:41-08:00,Wasserstein,ac-outlet-mount-compatible-with-echo-dot-3rd-gen-flexible-mounting-option-for-your-alexa-smart-speaker-3,home-speaker-mounts,Default Title,Echodot3ACmtBlkx2US,11.99,
462,Wasserstein AC Outlet Mount Compatible with Dot (3rd Gen) - Flexible mounting Option for Your Alexa Smart Speaker,2019-02-25T19:28:07-08:00,Wasserstein,ac-outlet-mount-compatible-with-echo-dot-3rd-gen-flexible-mounting-option-for-your-alexa-smart-speaker,home-speaker-mounts,Default Title,Echodot3ACmtWhtx2US,11.99,
463,AC Outlet Mount Compatible with Dot (3rd Gen) Flexible mounting Option for Your Alexa Smart Speaker,2019-12-05T06:30:13-08:00,Wasserstein,ac-outlet-mount-compatible-with-echo-dot-3rd-gen-flexible-mounting-option-for-your-alexa-smart-speaker-1,home-speaker-mounts,Default Title,Echodot3ACmtWhtUS,6.99,
464,"AC Outlet Mount Compatible with Dot (3rd Gen) - Mounting Option for Your Alexa (1 Pack, Black)",2019-12-05T06:30:23-08:00,Wasserstein,ac-outlet-mount-compatible-with-echo-dot-3rd-gen-flexible-mounting-option-for-your-alexa-smart-speaker-2,home-speaker-mounts,Default Title,Echodot3ACmtBlkUS,6.99,
465,Wasserstein Protective Silicone Skins with Sunroof Compatible with Arlo Ultra/Ultra 2 & Pro 3/Pro 4 - Accessorize and Protect Your Arlo Camera,2019-03-26T20:12:33-07:00,Wasserstein,protective-silicone-skin-with-sunroof-compatible-with-arlo-ultra-accessorize-and-protect-your-arlo-camera-3-pack,photographic-equipment-rain-covers,Camouflage,ArloUltraSSRCam3USA,16.99,16.99
